index|name|platform|date|rating|comment
1072|선릉 한옥집|naver|2020.11.10|4.0|쭈꾸미삼겹맛있어요
1073|선릉 한옥집|naver|2020.10.08|5.0|굿굿
1074|선릉 한옥집|naver|2020.09.22|5.0|가성비 좋아요 !
1075|선릉 한옥집|naver|2020.09.18|4.5|거의 김치찌개를 드시는 곳인데 갈때마다 뼈해장국을 먹어요 고기 손질이 정말 깔끔하고 잡내가없어요
1076|선릉 한옥집|naver|2020.09.16|4.0|점심에는 김치찜과 계란말이면 OK!
1077|선릉 한옥집|naver|2020.08.05|4.0|맛있어요
1078|선릉 한옥집|naver|2020.07.14|4.0|김치찌개보다 뼈해장국
1079|선릉 한옥집|naver|2020.05.29|5.0|최애 김치찜
1080|선릉 한옥집|naver|2020.05.29|4.0|굿
1081|선릉 한옥집|naver|2020.05.13|4.5|뼈해장국 맛있음
1082|선릉 한옥집|naver|2020.03.20|4.0|#한옥집 #계란말이 #김치찜
1083|선릉 한옥집|naver|2020.03.20|4.0|맛있어요 
1084|선릉 한옥집|naver|2020.03.16|4.0|종종가요 
1085|선릉 한옥집|naver|2020.03.14|4.0|부대찌개에 계란말이, 김은 정말 맛있는 조합! 좀더 걸쭉한, 전분기 많은 부대찌개가 좋지만 맛있었어요! 갓지은 밥이였음 5점일텐데
1086|선릉 한옥집|naver|2020.02.12|4.0|"맛있는 김치찜!! 
점심에 칼칼하니 맛있는게 먹고싶을때 한식이 땡길때~!! 가격도 괜춘 테이블 회전도 좋아 금방금방임"
1087|선릉 한옥집|naver|2020.01.27|5.0|친절하고 양이 혜자스러워요
1088|선릉 한옥집|naver|2020.01.14|4.0|1번째
1089|선릉 한옥집|naver|2019.06.14|4.0|맛있어요~
1090|한성마라탕 선릉점|naver|2021.09.24|4.0|3단계는 안먹는걸로 😅
1091|한성마라탕 선릉점|naver|2021.08.26|4.5|마라샹궈 정말 맛있어요 ㅎ ㅎ
1092|한성마라탕 선릉점|naver|2021.08.10|5.0|좋아요
1093|한성마라탕 선릉점|naver|2021.07.29|5.0|해물마라탕이 재료도 풍성하고 양도 푸짐하고  먹을만하네요  배달  포장이 가능해서  포장해가면 소주 안주로  아주 좋을듯 하네요
1094|한성마라탕 선릉점|naver|2021.07.22|3.5|"다른 마라음식점과 다르게 식재료를 고르지않습니다. 협소
한편이고 배달위주입니다. 음식은 맛있었습니다!"
1095|한성마라탕 선릉점|naver|2021.07.21|5.0|마라탕 존맛입니다. 가성비 개굿!!! 부산에서 밀키트로만 먹어보다가 방문했는데 밀키트도 맛있고 매장도 역시 찐 이네요 ㅋㅋㅋ 서울 가면 또 방문 할 마음 200%
1096|한성마라탕 선릉점|naver|2021.07.16|5.0|마라샹궈 핵맛있어요!! 2단계도 엄청 매워요
1097|한성마라탕 선릉점|naver|2021.07.14|5.0|"샹궈 여기보다 맛난 곳
못..찾..겠..어..요..ㅠㅅㅠ!!!!!!
찐맛집이야 여기"
1098|한성마라탕 선릉점|naver|2021.07.14|5.0|마라탕 짱맛이에요!!!
1099|한성마라탕 선릉점|naver|2021.07.14|5.0|"정말 너무 맛있어요... 주기적으로 가게 됩니당... 샹궈 이렇
게 간 딱 맞고 맛있는 집이 없어요!!! 이 더위에 역삼에서 퇴
근하고 수많은 역삼 마라집들을 뒤로한채 선릉까지 ..."
1100|한성마라탕 선릉점|naver|2021.07.09|4.0|.
1101|한성마라탕 선릉점|naver|2021.06.29|5.0|최애 마라탕집
1102|한성마라탕 선릉점|naver|2021.06.07|5.0|얼큰한게 맛있게 얼큰해요 ㅎㅎ
1103|한성마라탕 선릉점|naver|2021.06.07|5.0|친절하고 맛도 엄청 좋아요
1104|한성마라탕 선릉점|naver|2021.06.07|5.0|칼칼하고 아주 맛있어요
1105|한성마라탕 선릉점|naver|2021.06.03|5.0|"마라탕 처음 먹었는데 맛있더라구요. 세트로 시키니 고소한 
계란볶음밥에 바삭하고 쫄깃한 꿔바로우~ 달달하고 따끈한 
꽃빵 튀김에 연유까지..정말 맛있게 먹었어요^^직원..."
1106|한성마라탕 선릉점|naver|2021.05.31|4.0|좋아요
1107|한성마라탕 선릉점|naver|2021.05.25|5.0|"너무 맛있어 기절할뻔했어요🤪😜 선릉역 마라탕
1등입니다. 강추🚀🚀🚀"
1108|한성마라탕 선릉점|naver|2021.05.19|4.5|좋아요 감사합니다
1109|한성마라탕 선릉점|naver|2021.05.14|5.0|친절하시고 맛도 엄청 좋아요
1110|한성마라탕 선릉점|naver|2021.05.14|5.0|역시 얼큰하고 맛있어요
1111|한성마라탕 선릉점|naver|2021.05.14|5.0|매장도 엄청 깨끗 쾌적하고 맛도 좋아요
1112|한성마라탕 선릉점|naver|2021.04.08|5.0|"선릉인 들이 인정하는 마라탕맛집 웨이팅이 조금 있지만 금
방 자리 만들어주심 친절하심 이집 마라탕 국물 먹으면 다른
집 마라탕은 못먹어용 찐하고 맛있어요"
1113|한성마라탕 선릉점|naver|2021.04.02|5.0|맛좋고 친절하시고 ㅎㅎ 늘 감사드려요
1114|한성마라탕 선릉점|naver|2021.04.02|5.0|행복하게 먹고 갑니다 ㅋㅋ 늘 친절하신 사장님 감사해요
1115|한성마라탕 선릉점|naver|2021.04.02|5.0|사장님 친절부터 맛도 짱! 다섯개 박고 갑니다
1116|한성마라탕 선릉점|naver|2021.04.02|5.0|환상적인 맛을 체험하고 갑니다~
1117|한성마라탕 선릉점|naver|2021.02.20|4.0|맛있어요!! 매운맛 2단계로 먹었는데 많이 맵지 않아서 다음에는 3단계로 먹어보려구요! 추천합니당 :)
1118|한성마라탕 선릉점|naver|2021.02.17|5.0|마라탕 정말 많이 먹어봤는데 제 입맛에 두번째로 맛있었던 집. 강남에선 단연 베스트.. 다음에 샹궈도 꼭 먹어보려구요!! (첫번째로 맛있는곳은 경기도권)
1119|한성마라탕 선릉점|naver|2021.02.17|5.0|좋아요   만족합니다
1120|한성마라탕 선릉점|naver|2021.02.16|3.5|"점심메뉴 소고기마라탕이라고 하면 안될것같아요. 맛있고 
깨끗해서 3번째 방문인데 고기양이 점점 줄더니 2조각 반(
왜 반이냐면 찌끄래기같은 한조각 포함이라) 들었어..."
1121|한성마라탕 선릉점|naver|2021.01.09|5.0|"몇일전부터 먹고싶던 마라탕 눈이 펑펑와서 배달이안되서 
못먹고있다  찾아갔습니다 못참겠습니다  역시 한성마라탕 
얼큰하고 좋네요  마라탕파워로 한파이겨냅니다!!!!"
1122|한성마라탕 선릉점|naver|2021.01.06|5.0|"선릉역 마라탕맛집으로 손색이없음 
강력추천"
1123|한성마라탕 선릉점|naver|2021.01.05|5.0|여기 정말 맛있어요. 마라탕에는 얼큰하고요. 연유꽃빵은 따뜻할때 바로드시는게 좋아요? 멘보샤는 언제나 굿!
1124|한성마라탕 선릉점|naver|2021.01.04|5.0|겨울엔 따뜻하고 얼얼한 마라탕이 최고 !!!!!
1125|한성마라탕 선릉점|naver|2020.12.31|3.5|포장은 처음시켜봤는데 밥 양이 충격일정도로 적어요.... 아무리 그래도 덮밥인데 반찬 그릇에 밥은 좀 아니지 않나요ㅠㅠ
1126|한성마라탕 선릉점|naver|2020.12.19|5.0|계란볶음밥 존맛 마라탕 국물 진짜 중국 마라탕 국물 존맛 꿔바로우 존맛 연유빵 존맛 3명이서 배불리 잘먹고옴
1127|한성마라탕 선릉점|naver|2020.12.09|4.0|예 그냥
1128|한성마라탕 선릉점|naver|2020.11.30|5.0|"#선릉역맛집 #선정릉역맛집 #삼성동맛집 #마랑탕맛집 #깐
풍기맛집 #닭발맛집 회식겸 생파겸 근처 회사근처 맛집을 
찾다가 발견한 보석같은곳이예요 가성비좋은 식당을..."
1129|한성마라탕 선릉점|naver|2020.11.27|5.0|"마라샹궈,꿔바로우, 볶음밥 다 존맛탱구리~!ㅜㅠㅠㅠ 쭝국
에서 먹던 맛하고 똑같아요 ㅠㅠ 중국갈필요X  ••• 안에 넣
을 메뉴 고를필요없어서 결정장애 있는분들 여기 가..."
1130|한성마라탕 선릉점|naver|2020.11.26|5.0|👍🏻
1131|한성마라탕 선릉점|naver|2020.11.13|5.0|"마라탕 귀신으로써 한마디만 하겠음
리얼 Jmt ㅋㅋㅋ
맨날가고싶다.."
1132|한성마라탕 선릉점|naver|2020.11.13|0.5|어이없음
1133|한성마라탕 선릉점|naver|2020.11.04|4.0|
1134|한성마라탕 선릉점|naver|2020.10.31|5.0|맛나네요!!!! 짱
1135|한성마라탕 선릉점|naver|2020.10.28|3.0|"맛있는데..
동일한 맵기를 주문해도 매번 맵기의 강도가 달라요"
1136|한성마라탕 선릉점|naver|2020.10.06|5.0|지난번에 먹고 너무 맛있었는지, 스트레스 받자마자 뿅! 떠올라서 퇴근하자마자 달려왔습니다! 오늘도 너무 맛있게 잘 먹고갑니다 :)
1137|한성마라탕 선릉점|naver|2020.10.06|5.0|"오늘 스트레스 너무 받아서
샹궈 먹구 기분 좋게 집에 갑니당-!
쫀득쫀득 여기보다 맛있는 꿔바로우 없어요ㅠㅠ 기분째져"
1138|한성마라탕 선릉점|naver|2020.09.24|2.5|"첫번째 갔을땐 정말 맛있게 먹었는데 두번째 갔을땐 매운1단계로 주문했는데 맵고 짰어요.
음식맛이 달라진다는건..."
1139|한성마라탕 선릉점|naver|2020.09.24|5.0|맛있어요. 굿
1140|한성마라탕 선릉점|naver|2020.09.15|4.0|2인 먹기에 딱 적당해요! 양도 괜찮고 맛도 있어요!👍🏻👍🏻👍🏻
1141|한성마라탕 선릉점|naver|2020.09.08|4.0|"중국서 먹는맛과 근접해요.
점심세트도 있어좋아요"
1142|한성마라탕 선릉점|naver|2020.08.21|5.0|"마라샹궈, 볶음밥 완전 찰떡 조합으로 맛있어요. 꿔바로우는 
먹어본곳들 중 제일 쫀득 바삭했어요. 매장이 아담하고 깨끗
했고, 분위기도 카페같이 예뻐서 즐거운 저녁시간 보..."
1143|한성마라탕 선릉점|naver|2020.08.06|5.0|"내  인생 마라탕 한성마라탕~ 이 맛, 이 가격에 남는 게 있나 
싶을 정도로 아낌없이 넣어주셔서 오늘도 찐감동... 마라탕집
이니 마라는 두말할 것도 없고 쫀득쫀득한 꿔바로우 ..."
1144|한성마라탕 선릉점|naver|2020.08.06|5.0|"이제야 찾은 찐맛집!! ㅠㅠ 요즘 마라탕 음식점 여러 곳 다녔
는데 한성마라탕이 최고예요 👍👍 사장님이  엄청 친절하시
고, 인테리어가 트렌드하고 예뻐서 먹을 맛나요! 공복..."
1145|한성마라탕 선릉점|naver|2020.08.06|5.0|저녁에 퇴근하고 술 마시기 좋은 곳이에요 :) 마라탕 집인데 분위기 있고 아늑하고 마라탕이랑 다른 요리들도 너무 맛있었어요!
1146|한성마라탕 선릉점|naver|2020.07.27|5.0|"정말 꼭 가서 먹으세요
이모님 너무 친절하고 맛도 좋고 가격도 좋아요
마라탕 인정 ㅠㅠ"
1147|한성마라탕 선릉점|naver|2020.07.06|5.0|"여기 먹어보니 제가 여태 먹었던 마라탕이... 시시해지네요 
가격에 비해 양 너무 많아서 놀라고, 맛까지 좋아서 두번 놀
람 한성마라탕 완전 반함요>_< 스트레스 받으면 이..."
1148|한성마라탕 선릉점|naver|2020.07.06|5.0|"인테리어 이쁘고 마라탕 맛있어요

꿔바로우 바삭"
1149|한성마라탕 선릉점|naver|2020.07.01|5.0|"회사에서 여직원들이 새로생겼다면서 얼른 가자고 난리부르
스를 추길래 방문했습니다. 마라샹궈도 맛잇고 무엇보다 꿔
바러우 제가 엄청 조아하는데 너무 맛잇어서 기분좋..."
1150|보돌미역 강남포스코점|naver|2021.10.01|3.0|맛있게 잘먹었어용
1151|보돌미역 강남포스코점|naver|2021.10.01|4.0|굿
1152|보돌미역 강남포스코점|naver|2021.09.08|4.0|맛있어요!!
1153|보돌미역 강남포스코점|naver|2021.09.02|5.0|굿굿귯
1154|보돌미역 강남포스코점|naver|2021.08.12|5.0|맛있어용
1155|보돌미역 강남포스코점|naver|2021.08.09|5.0|너무 맛있어요 ㅎㅎㅎㅎㅎ
1156|보돌미역 강남포스코점|naver|2021.07.22|5.0|좋아요
1157|보돌미역 강남포스코점|naver|2021.07.14|4.0|더워요
1158|보돌미역 강남포스코점|naver|2021.06.22|5.0|좋아요
1159|보돌미역 강남포스코점|naver|2021.06.22|4.0|맛있어요
1160|보돌미역 강남포스코점|naver|2021.06.17|4.0|
1161|보돌미역 강남포스코점|naver|2021.06.15|5.0|맛최고
1162|보돌미역 강남포스코점|naver|2021.05.24|5.0|"매생이 소고기국 맛있ㅇㅓ요
속이 편해짐"
1163|보돌미역 강남포스코점|naver|2021.05.17|3.5|미역국 맛집
1164|보돌미역 강남포스코점|naver|2021.05.06|2.5|
1165|보돌미역 강남포스코점|naver|2021.05.06|4.0|맛최고
1166|보돌미역 강남포스코점|naver|2021.04.30|3.0|보통이에요
1167|보돌미역 강남포스코점|naver|2021.04.14|5.0|"두번째인데 맛있어요
국물이 진하고 석쇠불고기고 맛있어요"
1168|보돌미역 강남포스코점|naver|2021.04.12|5.0|맛최고
1169|보돌미역 강남포스코점|naver|2021.04.12|3.0|맛있어요
1170|보돌미역 강남포스코점|naver|2021.04.12|4.5|맛있는 점심
1171|보돌미역 강남포스코점|naver|2021.03.31|5.0|다 맛있어요~~
1172|보돌미역 강남포스코점|naver|2021.03.31|3.5|맛있게 잘 먹었습니다.
1173|보돌미역 강남포스코점|naver|2021.03.25|5.0|"미역국이 깊고 맛있어요
어쩜 집에서 이런 맛이 안나는데..
코다리조림도 맛나요"
1174|보돌미역 강남포스코점|naver|2021.03.20|5.0|맛있어요
1175|보돌미역 강남포스코점|naver|2021.03.18|5.0|맛나요
1176|보돌미역 강남포스코점|naver|2021.03.16|5.0|미역국, 반찬 다 맛있어요
1177|보돌미역 강남포스코점|naver|2021.03.16|5.0|맛잇어요
1178|보돌미역 강남포스코점|naver|2021.03.10|5.0|미역국 넘나 맛있어요!
1179|보돌미역 강남포스코점|naver|2021.03.10|4.5|맛있습니다. 굿
1180|보돌미역 강남포스코점|naver|2021.02.19|5.0|좋아요^^
1181|보돌미역 강남포스코점|naver|2021.02.16|4.0|맛있어요~
1182|보돌미역 강남포스코점|naver|2021.02.15|4.0|맛있어요~
1183|보돌미역 강남포스코점|naver|2020.12.30|4.0|비싸요
1184|보돌미역 강남포스코점|naver|2020.12.20|4.0|
1185|보돌미역 강남포스코점|naver|2020.12.14|4.0|"든든해요!
미역국도 맛있고 전복죽도 괜찮아요 !"
1186|보돌미역 강남포스코점|naver|2020.12.12|5.0|"불고기정식? 그거랑 소고기미역국 정식 볼락구이 추가해서 
먹엇어요 국은살짝짜서 뜨거운물 더 부어서 먹엇어요 맛있
어요"
1187|보돌미역 강남포스코점|naver|2020.12.03|4.0|"- 반찬이 다 맛있어요.
- 미역국 푸짐하고 진한맛인데
간이 좀 쎄요. 국간장 많이 넣고 졸인 느낌."
1188|보돌미역 강남포스코점|naver|2020.12.03|4.0|조개미역국 맛나고 석쇠불고기까지.
1189|보돌미역 강남포스코점|naver|2020.11.11|4.0|맛있어요~ 국물이 푹~~ 고아 끓인맛
1190|보돌미역 강남포스코점|naver|2020.11.10|5.0|좋아요
1191|보돌미역 강남포스코점|naver|2020.11.03|5.0|
1192|보돌미역 강남포스코점|naver|2020.10.22|4.5|미역국 맛있어요
1193|보돌미역 강남포스코점|naver|2020.10.20|4.0|든든합니다!!
1194|보돌미역 강남포스코점|naver|2020.10.06|0.5|"점심 때 카운터보시는 여성분 상당히 불친절
뭘 얘기해도 해주려는 의지가 없이 다 바빠서 안된다고만함"
1195|보돌미역 강남포스코점|naver|2020.09.09|4.0|맛있고 다 좋은데 솔직히 가격이 넘 쎄네요ㅠㅠ 양념불고기였나 이건 좀 짜욤
1196|보돌미역 강남포스코점|naver|2020.08.26|4.5|맛있어요
1197|보돌미역 강남포스코점|naver|2020.08.24|5.0|미역
1198|보돌미역 강남포스코점|naver|2020.07.15|5.0|너무 맛있어요~!!
1199|보돌미역 강남포스코점|naver|2020.07.15|2.5|가격이 너무 비싸요 고기도 다 탔어요
1200|보돌미역 강남포스코점|naver|2020.07.14|4.0|"맛있어요 근데 양이 많고 비싸요
양 좀 줄이고 가격 낮추면 베스트할 듯요"
1201|보돌미역 강남포스코점|naver|2020.06.16|4.5|포스코사거리 점심
1202|보돌미역 강남포스코점|naver|2020.06.08|4.0|조아요
1203|보돌미역 강남포스코점|naver|2020.05.09|2.0|"간장새우와 전복장 꽃게장이 나오는데 별로다 
싱싱하지더 않고 손질도 제대로 되어있지 않음
석쇠불고기만 추천"
1204|보돌미역 강남포스코점|naver|2020.04.21|5.0|좋아요
1205|보돌미역 강남포스코점|naver|2020.04.21|4.0|가격이 좀 비싼데 맛있어요! 
1206|보돌미역 강남포스코점|naver|2020.04.17|3.0|"맛있는데
짜요"
1207|보돌미역 강남포스코점|naver|2020.04.08|4.0|양도 많고 밑반찬도 잘 나와요 게장은 좀 비렸어요ㅠㅠ 
1208|보돌미역 강남포스코점|naver|2020.03.24|4.0|맛있어요 미역국이 비싸지만.. 보양식먹은듯한 느낌이에요
1209|보돌미역 강남포스코점|naver|2020.03.10|5.0|미역국보다 전복죽 맛집입니다
1210|보돌미역 강남포스코점|naver|2020.02.20|5.0|"넘넘 맛있는 미역국. 어떻게 이런 맛이 나는 거죠?? 
다만 미역국 외 메뉴들은 크게 특색이.. "
1211|보돌미역 강남포스코점|naver|2020.02.12|4.0|최고 미역국 맛집 
1212|보돌미역 강남포스코점|naver|2020.02.04|3.0|깊은 맛 같으나 살짝 비린 미역국. 정식은 고기가 푸짐하게 나오는 편이라 나름 먹을만함.
1213|보돌미역 강남포스코점|naver|2020.01.28|5.0|굿
1214|보돌미역 강남포스코점|naver|2020.01.23|5.0|코다리조림정식 맛있습니다
1215|보돌미역 강남포스코점|naver|2020.01.15|5.0|맛있는 저녁 식사였어요
1216|보돌미역 강남포스코점|naver|2020.01.15|4.0|"미역국은 정말 맛있어요. 그런데 아줌마들이 친절하지가 않
아요. ㅠㅠ 비싼 돈 주고 미역국이 먹고싶을 때도 있지만서비
스 환경 생각하면 그냥 그냥.."
1217|보돌미역 강남포스코점|naver|2020.01.15|5.0|맛난답니다!!!!!!
1218|보돌미역 강남포스코점|naver|2020.01.14|5.0|미역국 진하고 맛있습니다.
1219|보돌미역 강남포스코점|naver|2020.01.13|4.0|"조개미역국 맛있어요
한그릇 먹고 나면 아주 든든합니다~!"
1220|보돌미역 강남포스코점|naver|2020.01.03|3.0|가자미 미역국,처음에 너무 맛있었는데 재방하니 그냥 보통이네요^^
1221|보돌미역 강남포스코점|naver|2020.01.03|4.0|시원해요
1222|보돌미역 강남포스코점|naver|2019.12.13|4.0|"#삼성 #포스코센터 #가자미미역국
코다리도 맛있어욥"
1223|보돌미역 강남포스코점|naver|2019.11.30|1.0|자주 가던 동네 맛집이었는데 맛이 변한 거 같습니다. 예전의 진한  국물맛이 아니에요.
1224|보돌미역 강남포스코점|naver|2019.10.14|5.0|가장 좋아하는 미역국 집 입니당~~
1225|보돌미역 강남포스코점|naver|2019.08.19|3.0|프로미역국집. 미역국 국물이 매우 진하고 건강하다는 느낌.
1226|보돌미역 강남포스코점|naver|2019.08.19|5.0|진한 미역국을 맛볼수 있어요! 
1227|보돌미역 강남포스코점|naver|2019.08.11|2.0|음. 그냥 그랬어요
1228|보돌미역 강남포스코점|naver|2019.07.19|4.0|"미역국 집인데도 인기가 많아요:)
맛있고 양도 많아서 좋아요!"
1229|란콰이펑누들|naver|2021.09.03|5.0|
1230|란콰이펑누들|naver|2021.08.25|5.0|맛있어요
1231|란콰이펑누들|naver|2021.08.23|5.0|맛집
1232|란콰이펑누들|naver|2021.07.30|4.5|면 리필, 밥 추가도 가능하고 괜찮아요
1233|란콰이펑누들|naver|2021.07.07|5.0|좋아요
1234|란콰이펑누들|naver|2021.07.05|5.0|좋아요
1235|란콰이펑누들|naver|2021.07.01|5.0|맛있어요
1236|란콰이펑누들|naver|2021.07.01|5.0|맛있어서 자주이용해요 ^^
1237|란콰이펑누들|naver|2021.06.29|4.0|좋아요~
1238|란콰이펑누들|naver|2021.06.23|5.0|아주 맛점
1239|란콰이펑누들|naver|2021.06.21|5.0|괜찮았어요
1240|란콰이펑누들|naver|2021.06.21|5.0|좋아요
1241|란콰이펑누들|naver|2021.06.01|5.0|좋아요
1242|란콰이펑누들|naver|2021.06.01|5.0|맛나요
1243|란콰이펑누들|naver|2021.05.31|5.0|좋아요
1244|란콰이펑누들|naver|2021.05.28|5.0|good
1245|란콰이펑누들|naver|2021.05.27|5.0|맛점
1246|란콰이펑누들|naver|2021.05.26|5.0|맛있네요 만두가 특히
1247|란콰이펑누들|naver|2021.05.03|3.5|현지화 된 맛이에요!
1248|란콰이펑누들|naver|2021.04.29|4.0|좋아요 😀👍
1249|란콰이펑누들|naver|2021.04.22|3.5|good
1250|란콰이펑누들|naver|2021.04.12|4.5|
1251|란콰이펑누들|naver|2021.04.09|5.0|"향신료 심하지 않아서 잘 못 드시는 분들도 거부감없이 먹을수 있어요!
군만두도 너무 맛있습니다 필수로 시켜드셔야해요"
1252|란콰이펑누들|naver|2021.04.06|4.0|군만두 맛있다
1253|란콰이펑누들|naver|2021.04.01|4.0|군만두 맛있어요
1254|란콰이펑누들|naver|2021.04.01|5.0|맛있어요
1255|란콰이펑누들|naver|2021.03.29|3.5|나쁘지 않았습니다
1256|란콰이펑누들|naver|2021.03.24|3.5|굿
1257|란콰이펑누들|naver|2021.03.08|4.0|"기본면이많아요.
육수,면,밥 무한리필"
1258|란콰이펑누들|naver|2021.03.08|4.0|"맛있어요 특히 만두 정말 예술이구요
청경채도가니탕두 쵝오~~해장에도 좋아요"
1259|란콰이펑누들|naver|2021.03.05|5.0|good
1260|란콰이펑누들|naver|2021.02.22|5.0|좋아요
1261|란콰이펑누들|naver|2021.02.18|5.0|
1262|란콰이펑누들|naver|2021.02.15|5.0|군만두가 맛있어요
1263|란콰이펑누들|naver|2021.02.08|5.0|"란콰이펑ㅋㅋㅋㅋㅋ 이름보고 반가워서 달려들어갔습니닿 
만두도 서비스로 주시고ㅠ감사해열 3인. 우육탕면 3개. 24,
000원"
1264|란콰이펑누들|naver|2021.02.05|5.0|탕도 맛있고 만두가 예술 내 인생군만두
1265|란콰이펑누들|naver|2021.02.04|4.0|친절해요
1266|란콰이펑누들|naver|2021.01.28|4.0|맛있어요 뜨끈한우육탕!
1267|란콰이펑누들|naver|2021.01.14|5.0|굿굿
1268|란콰이펑누들|naver|2021.01.14|4.5|굿굿
1269|란콰이펑누들|naver|2021.01.08|5.0|잘 먹었습니다.
1270|란콰이펑누들|naver|2021.01.04|5.0|우육면도 맛있고 사장님도 엄청 친절하세요
1271|란콰이펑누들|naver|2021.01.04|4.0|맛있어요
1272|란콰이펑누들|naver|2020.12.29|5.0|좋아요
1273|란콰이펑누들|naver|2020.12.29|4.5|good~
1274|란콰이펑누들|naver|2020.12.08|4.0|좋아요
1275|란콰이펑누들|naver|2020.12.08|5.0|"만두맛집!!!!!! 
리필해줘서 국수도 부족하지 않음"
1276|란콰이펑누들|naver|2020.12.01|4.0|군만두 쵝오
1277|란콰이펑누들|naver|2020.11.26|4.5|"오래 잘끓인 뭇국 같아요..물론 특유에 향이 있긴하지만 맛나요..
만두도 맛나요"
1278|란콰이펑누들|naver|2020.11.19|4.5|군만두 서비스 최고
1279|란콰이펑누들|naver|2020.11.18|4.0|만두 최고에요 우육탕도 맛나요
1280|란콰이펑누들|naver|2020.11.16|4.5|굿~
1281|란콰이펑누들|naver|2020.11.11|3.5|ㅋ ㅋㅋㅋㅋㅋㅋㄱㅋㄱㅋ
1282|란콰이펑누들|naver|2020.11.11|4.0|맛있어요
1283|란콰이펑누들|naver|2020.11.10|4.5|
1284|란콰이펑누들|naver|2020.10.30|5.0|만두가 진짜 맛있어요 ㅎㅎ
1285|란콰이펑누들|naver|2020.10.29|5.0|맛있어요 고수 넣어먹으면 좋아요
1286|란콰이펑누들|naver|2020.10.28|5.0|기대안했는데 진한 갈비탕같은 우육탕면이랑 김치가 너무맛있어서 리뷰남기러옴
1287|란콰이펑누들|naver|2020.10.23|5.0|우육탕면 맛나고 군만두도 맛있어요 ㅎㅎ 반찬으로 주는 김치가 매콤하니 잘 어울려요
1288|란콰이펑누들|naver|2020.10.13|5.0|굿
1289|란콰이펑누들|naver|2020.10.13|5.0|좋아요
1290|란콰이펑누들|naver|2020.10.12|5.0|좋아요
1291|란콰이펑누들|naver|2020.10.06|5.0|만두가 맛잇어요
1292|란콰이펑누들|naver|2020.10.05|5.0|사리와 공기밥이 무료라 좋습니다~
1293|란콰이펑누들|naver|2020.09.15|5.0|국물 좋고 만두도 맛있어요
1294|란콰이펑누들|naver|2020.09.07|5.0|찐맛집!! 이벤트중이라 군만두도 하나 줍니다! 맛있어요ㅎ
1295|란콰이펑누들|naver|2020.08.19|3.5|한국식 진한 소고기국 같은느낌이 었어요.  우육면 보단 만두 맛집인듯!
1296|란콰이펑누들|naver|2020.08.17|5.0|홍콩식 우육탕면 맛있어요 :)
1297|란콰이펑누들|naver|2020.08.11|4.5|맛있습니다~
1298|란콰이펑누들|naver|2020.08.04|5.0|만두 서비스때문인지 점심시간에 사람이 많아요! 친절하십니다! 만두맛집
1299|란콰이펑누들|naver|2020.07.31|5.0|우육면 맛있어요🍲
1300|란콰이펑누들|naver|2020.07.28|5.0|좋아요
1301|란콰이펑누들|naver|2020.07.28|5.0|굿
1302|란콰이펑누들|naver|2020.07.23|5.0|우육면짱!!!! 군만두 서비스 짱!!!!!
1303|란콰이펑누들|naver|2020.07.23|5.0|점심~
1304|란콰이펑누들|naver|2020.07.17|4.5|
1305|란콰이펑누들|naver|2020.07.16|5.0|"우육탕 맛있어여! 11:40 전까지 오면 만두서비스~
"
1306|란콰이펑누들|naver|2020.07.10|5.0|" 우육탕면도 시원하고 군만두는 진짜 짱인거 같아요!!!
무엇보다 음식이 맛있어도 불친절하면 안 가는데 사장님 엄청 친절하세요~!!!"
1307|란콰이펑누들|naver|2020.07.10|5.0|"만두가 대박이네요.
사장님 완전친절^^"
1308|란콰이펑누들|naver|2020.07.10|5.0|맛있고. 직원들 친절~~~대박집
1309|란콰이펑누들|naver|2020.07.03|4.0|서비스 만두도 맛있고! 추천:)
1310|란콰이펑누들|naver|2020.06.30|4.0|좋아요 
1311|란콰이펑누들|naver|2020.06.24|5.0|만두너무맛있어요 ㅠㅠㅠ
1312|란콰이펑누들|naver|2020.06.24|5.0|와도와도좋음 게다가 너무친절
1313|란콰이펑누들|naver|2020.06.10|5.0|자주가는 가게인데 짱 맛있어요!!
1314|란콰이펑누들|naver|2020.05.21|4.5|"맛있었어요
써비스 만두도 주셔서 잘 먹엇음!"
1315|란콰이펑누들|naver|2020.05.21|4.5|"맛있어요! 항상 좋음 ㅠㅠ 
군만두 서비스 ㅠㅠ"
1316|란콰이펑누들|naver|2020.05.13|4.0|맛있었어요 좋았습니다
1317|란콰이펑누들|naver|2020.04.08|1.0|제 입맛에는 안 맞는듯...^^;
1318|란콰이펑누들|naver|2020.03.10|4.0|면, 밥 모두 추가되니 충분히 먹을 수있어 좋았습니다. 다데기는 조금 적당히 넣을 걸 그랬네요 밥 먹을 때, 조금 매웠습니다.
1319|란콰이펑누들|naver|2020.02.17|4.5|맛있어요
1320|란콰이펑누들|naver|2020.01.29|5.0|"맛있어요
사장님이 오픈할땐 서비스로 군만두 주셔서 진짜 자주갔는데 요즘엔 군만두서비스가 사라져서 넘 아쉬워요ㅠㅠ"
1321|란콰이펑누들|naver|2020.01.07|5.0|사장님도 친절하시고!! 무엇보다 군만두가 진짜진짜 맛있어요
1322|개나리아구찜|naver|2021.01.21|5.0|말이 필요없다
1323|개나리아구찜|naver|2020.10.25|4.5|양많고 맛있습니다!!!
